Isim,Soyisim,Yetenekler,Egitim,Deneyim,Email,Telefon,LinkedIn,Github,DogumTarihi,Adres
Sayin,Arslan,"MongoDB, ASP.NET, Flask, Flutter",EnerjiSA Üniversitesi - Başrahip (2022-2023),Şişecam - Lostracı (2022-2024),humeyragul@yahoo.com,00533642211,https://linkedin.com/in/sayinarslan,https://github.com/sayinarslan,1996-12-28,"636 Aslan Mountain, Port Melaha, NM 28383"
Paksu,Yorulmaz,"SQL, CSS, React, Flask, ASP.NET",Soylu Ltd. Üniversitesi - Gümrük uzmanı (2021-2025),Güçlü Çetin Ltd. - Fermantasyon işçisi (2020-2024),koker29@gmail.com,0561 343 21 68,https://linkedin.com/in/paksuyorulmaz,https://github.com/paksuyorulmaz,2004-06-20,"203 Melikkan Dam Apt. 305, West Yağınborough, RI 79401"
Kösemen,Erdoğan,"React, Docker, JavaScript",Vestel Üniversitesi - Haberci (2016-2023),Türk Hava Yolları - Ornitolog (2019-2023),naksu@gulen.com,(364)779 4975,https://linkedin.com/in/kösemenerdoğan,https://github.com/kösemenerdoğan,1996-10-26,"262 Rahiye Haven, Canfezaberg, MS 47798"
Yurttaş,Korutürk,"Django, CSS, JavaScript, Flutter, SQL",Çamurcuoğlu A.Ş. Üniversitesi - Tahsildar (2020-2024),Gül Arsoy Şti. - Kumcu (2019-2024),yildir91@corlu.com,06712245978,https://linkedin.com/in/yurttaşkorutürk,https://github.com/yurttaşkorutürk,1994-03-10,"0010 Ergül Walk, South Özbay, UT 70638"
Berran,Şama,"Docker, React, HTML, Docker, Next.js, Django",Toyota Otomotiv Üniversitesi - Veri hazırlama ve kontrol işletmeni (2016-2023),Soylu Şensoy Ltd. - Hareket memuru (2022-2023),qsama@yaman.com,703 9 509,https://linkedin.com/in/berranşama,https://github.com/berranşama,1998-04-24,"9796 Akgündüz Groves, Cindorukborough, NV 43993"
Arpağ,Alemdar,"Docker, CSS, Docker",Yaman A.Ş. Üniversitesi - Besicilik (2019-2024),Sakarya A.Ş. - Jeoloji mühendisi (2021-2023),akcaykerime@sisecam.org,01825386819,https://linkedin.com/in/arpağalemdar,https://github.com/arpağalemdar,1999-03-07,"9149 Demirel Fall, North Oranlı, OH 49492"
Öncel,Sezer,"Python, SQL, Kubernetes, Flask, Next.js",Arslan İnönü A.Ş. Üniversitesi - Lokman (2022-2023),Turkcell - Tavukçu (2021-2025),agbegim77@hotmail.com,686 6 106,https://linkedin.com/in/öncelsezer,https://github.com/öncelsezer,1997-11-06,"Unit 5153 Box 3220, DPO AP 54198"
Yurtgüven,Ertaş,"Python, React, MongoDB, Node.js",Akdeniz Ltd. Üniversitesi - Postacı (2019-2023),Akdeniz A.Ş. - Kütüphaneci (2020-2024),aynimah55@yorulmaz.net,(016)962 9392,https://linkedin.com/in/yurtgüvenertaş,https://github.com/yurtgüvenertaş,1990-11-26,"USS Dumanlı, FPO AE 19107"
İlbek,Sezgin,"Docker, HTML, Node.js",Alemdar Aslan A.Ş. Üniversitesi - Fermantasyon işçisi (2021-2024),Arsoy Şafak Ltd. - Marangoz (2021-2024),cetinovun@hotmail.com,+90 (410) 6115054,https://linkedin.com/in/i̇lbeksezgin,https://github.com/i̇lbeksezgin,2003-01-31,"9605 Aksu Junctions Apt. 176, Port Havse, NM 12908"
Egenur,Duran,"SQL, React, Kubernetes",Güçlü İnönü A.Ş. Üniversitesi - Müfettiş (2016-2024),Masomo - Kameraman (2023-2024),torelmanco@yahoo.com,+90(472)719-3461x634,https://linkedin.com/in/egenurduran,https://github.com/egenurduran,1987-08-23,"19460 Sakarya Mountain Apt. 211, West Kelâmiview, IA 75826"
Kırgız,Çorlu,"Flask, Kubernetes, ASP.NET, Azure, Next.js",LC Waikiki Üniversitesi - Bacacı (2015-2023),Sezgin Ltd. - Emniyet amiri (2023-2023),sehreban61@hotmail.com,(150)121 9807,https://linkedin.com/in/kırgızçorlu,https://github.com/kırgızçorlu,1997-11-14,"357 Müğber Centers Suite 429, Lake Karanbayfort, PA 10367"
Sadiye,Tarhan,"Git, Python, ASP.NET",LC Waikiki Üniversitesi - Motor tamircisi (2017-2024),Arçelik - Tatlıcı (2023-2023),fugensensoy@petkim.com,(224)975 7444,https://linkedin.com/in/sadiyetarhan,https://github.com/sadiyetarhan,1984-10-06,"PSC 0328, Box 8089, APO AA 53790"
Sevican,Seven,"Next.js, C#, Flask",Arçelik Üniversitesi - Saatçi (2020-2025),EnerjiSA - Yol bekçisi (2020-2025),aksuarisoy@sisecam.com,0634-393 5782,https://linkedin.com/in/sevicanseven,https://github.com/sevicanseven,1984-10-25,"7471 Sezer Throughway Apt. 278, Gülperchester, AK 71402"
Canberk,Tarhan,"Kubernetes, Flutter, Flask, Django",Şensoy Şensoy Şti. Üniversitesi - Tekniker (2015-2025),Sezer Yorulmaz A.Ş. - Kuaför (2019-2023),yilmazmuktedir@hotmail.com,398 8 354,https://linkedin.com/in/canberktarhan,https://github.com/canberktarhan,1985-10-31,"2061 Gilman Mountains, Durmuşbury, UT 76370"
Büget,Yılmaz,"ASP.NET, React, Node.js, JavaScript",Gül A.Ş. Üniversitesi - Bozacı (2015-2023),Durdu Zorlu Ltd. - Hayvan bakıcısı (2023-2024),baykankoruturk@yildirim.biz,301 3 061,https://linkedin.com/in/bügetyılmaz,https://github.com/bügetyılmaz,1996-10-19,"442 Dolun Terrace Apt. 019, Akçayview, FL 95731"
Ervaniye,Yorulmaz,"React, Java, CSS, ASP.NET",Eraslan Yüksel A.Ş. Üniversitesi - Nalıncı (2017-2024),Arslan Şensoy Şti. - Kemancı (2020-2025),mevlut99@hotmail.com,+90(172)0556145,https://linkedin.com/in/ervaniyeyorulmaz,https://github.com/ervaniyeyorulmaz,1999-01-08,"576 Akar Rest, Sermabury, WA 42989"
Teybet,Sezgin,"CSS, ASP.NET, Docker",Tarhan Ergül Şti. Üniversitesi - Astronom (2021-2025),Arsoy Fırat Şti. - Tellal (2022-2025),koktas15@akar.org,249 5 684,https://linkedin.com/in/teybetsezgin,https://github.com/teybetsezgin,1996-07-15,"902 Ülker Village Suite 898, East Zennunfurt, AR 15411"
Uğur,Manço,"ASP.NET, Node.js, MongoDB, Azure, SQL, Flutter",Havelsan Üniversitesi - Yazı işleri müdürü (2015-2023),Sezgin A.Ş. - Sınırlı baş makinist (2023-2024),yorulmazummet@yaman.net,911 6 243,https://linkedin.com/in/uğurmanço,https://github.com/uğurmanço,1997-06-11,"274 Korutürk Circle Apt. 281, Lake Selviview, MI 13803"
Kete,Tarhan,"Linux, MongoDB, Azure, MongoDB",Türk A.Ş. Üniversitesi - Papaz (2017-2023),Mansız Ltd. - Sokak çalgıcısı (2018-2025),obilir@gmail.com,+90(842)810-4171x4862,https://linkedin.com/in/ketetarhan,https://github.com/ketetarhan,1986-11-17,"5166 Eraslan Vista Apt. 490, Duranfurt, CT 46375"
Şendoğan,Tarhan,"Next.js, Linux, C#, Django, C#",Gülen Ltd. Üniversitesi - Tarihçi (2021-2025),Masomo - Ön muhasebe sorumlusu (2019-2023),kilicbayarsoy@gmail.com,0827 400 51 71,https://linkedin.com/in/şendoğantarhan,https://github.com/şendoğantarhan,1992-06-05,"57366 Yıldırım Shores, Port Güçyeter, AR 50617"
Tayaydın,Yorulmaz,"MongoDB, Azure, MongoDB, React, Flutter",Tevetoğlu Türk A.Ş. Üniversitesi - Ergonomist (2015-2025),Selçuk Ecza - Sanayici (2022-2023),qakca@gmail.com,+90(018)998-5731x8209,https://linkedin.com/in/tayaydınyorulmaz,https://github.com/tayaydınyorulmaz,1998-03-04,"38016 Abdulbekir Harbor, East Sematfurt, OK 23776"
Erşat,Öcalan,"CSS, MongoDB, Flask, C#",ŞOK Marketler Üniversitesi - Kapıcı (2016-2025),Yüksel Zorlu A.Ş. - Çıkıkçı (2020-2023),hihsanoglu@sisecam.net,02861935215,https://linkedin.com/in/erşatöcalan,https://github.com/erşatöcalan,2000-01-22,"326 Manço Meadows, East Bedri, IA 20464"
İlalmış,Yıldırım,"Azure, ASP.NET, Flutter, Node.js, React",Yaman Durmuş Ltd. Üniversitesi - Sorgu hâkimi (2015-2025),Akgündüz Eraslan A.Ş. - Çırak (2020-2025),csama@bim.info,09133218049,https://linkedin.com/in/i̇lalmışyıldırım,https://github.com/i̇lalmışyıldırım,1989-12-29,"446 Şama Groves, Okbayshire, DE 55264"
Öktürk,Güçlü,"Git, Kubernetes, React",Oyak Renault Üniversitesi - Kahveci (2015-2025),Limak İnşaat - Suflör (2023-2023),inonuerdibay@gmail.com,+90(148)034-8220x398,https://linkedin.com/in/öktürkgüçlü,https://github.com/öktürkgüçlü,2004-01-28,"62125 Bilgin Avenue, Muarraville, MN 55985"
Heva,Öcalan,"React, Flutter, JavaScript, Java",Sezer Ltd. Üniversitesi - Striptizci (2021-2024),Kısakürek Durmuş Ltd. - Aşçıbaşı (2018-2024),hindal73@akcay.com,+90(902)858-3863x4118,https://linkedin.com/in/hevaöcalan,https://github.com/hevaöcalan,1984-05-17,"PSC 5577, Box 3213, APO AA 48749"
Vefia,Bilir,"Next.js, Git, Node.js, Azure, Java",Mansız Ltd. Üniversitesi - Noter (2016-2024),LC Waikiki - Yorgancı (2023-2024),kisakureksayrak@duran.info,08636296274,https://linkedin.com/in/vefiabilir,https://github.com/vefiabilir,1995-08-22,"234 Halidun Glen, Niyaziland, VT 91670"
Acar,Kısakürek,"ASP.NET, Django, CSS, CSS",İhsanoğlu Manço A.Ş. Üniversitesi - Endüstri sistemleri mühendisi (2022-2023),LC Waikiki - Oyun yazarı (2018-2025),gsezer@akgunduz.com,+90 (370) 2209888,https://linkedin.com/in/acarkısakürek,https://github.com/acarkısakürek,1997-05-04,"31982 Deniz Brook, Sezenstad, AZ 39552"
Ayyaruk,Korutürk,"Java, Flutter, React, Node.js, Django",Seven A.Ş. Üniversitesi - Ergonomist (2021-2023),Çetin Yüksel Ltd. - Kumcu (2019-2023),konguralp38@sensoy.info,01312040111,https://linkedin.com/in/ayyarukkorutürk,https://github.com/ayyarukkorutürk,1999-05-13,"803 Öcalan Points, Sezerport, AR 60760"
Benek,Seven,"C#, ASP.NET, Flask, Flutter, Django",A101 Yeni Mağzacılık Üniversitesi - Komedyen (2020-2023),Yüksel Şti. - Fahişe (2022-2023),samaavunc@yahoo.com,0501-340 7446,https://linkedin.com/in/benekseven,https://github.com/benekseven,2004-08-24,"345 Basım Flat, East Önsalbury, MA 33019"
Özüdoğru,Manço,"Flutter, React, C#, Flutter, Git, C#",Arsoy Demir Şti. Üniversitesi - Kasiyer (2015-2024),Duran Şensoy Ltd. - Geyşa (2018-2025),sezgincevheri@gmail.com,0765 840 24 58,https://linkedin.com/in/özüdoğrumanço,https://github.com/özüdoğrumanço,1998-12-16,"5059 Ekmel Pass, South Salamiburgh, MD 43263"
Tahir,İhsanoğlu,"HTML, SQL, SQL",Zorlu A.Ş. Üniversitesi - Astrofizikçi (2019-2023),Ford Otosan - Turizmci (2020-2024),guldemirbuken@akgunduz.info,+90(993)834-6392x8027,https://linkedin.com/in/tahiri̇hsanoğlu,https://github.com/tahiri̇hsanoğlu,1998-11-10,"709 Demirel Oval Suite 286, Özgeview, UT 87843"
Vacibe,Demir,"Node.js, Flask, Django, Azure, Next.js",Hayrioğlu Ülker Şti. Üniversitesi - Balerin (2021-2024),Masomo - Test mühendisi (2020-2024),aliihsangul@hotmail.com,08451600813,https://linkedin.com/in/vacibedemir,https://github.com/vacibedemir,1995-01-15,"7143 Ergün Burgs Suite 069, North Suat, VT 50814"
Asalet,Manço,"Flutter, React, Flutter",Alemdar Ltd. Üniversitesi - İnşaatçı (2018-2023),Güçlü Zengin Şti. - Perukçu (2022-2024),aysevim74@turkcell.com,00803041047,https://linkedin.com/in/asaletmanço,https://github.com/asaletmanço,1993-11-27,"Unit 9338 Box 1181, DPO AP 88467"
Necva,Hayrioğlu,"C#, React, CSS, SQL, Node.js, React",Ertaş İhsanoğlu Ltd. Üniversitesi - Dizgici (2020-2023),Akdeniz Şti. - Milletvekili (2020-2023),rafiaakcay@akca.com,+90(111)293-0024x177,https://linkedin.com/in/necvahayrioğlu,https://github.com/necvahayrioğlu,2004-01-08,"237 Tarhan Ford, Seçgülbury, MT 60882"
Dincer,Akdeniz,"SQL, Flutter, Django",Çamurcuoğlu Şti. Üniversitesi - Ressam (2015-2024),Tarhan A.Ş. - Dokumacı (2018-2023),vergul@limak.com,+90(215)930-6164x4574,https://linkedin.com/in/dincerakdeniz,https://github.com/dincerakdeniz,2000-08-07,"129 Erdoğan Stravenue, Lake Arısoy, MO 94204"
Mirbadin,Eraslan,"Java, Kubernetes, Next.js, JavaScript, SQL",Tüpraş Üniversitesi - Bulaşıkçı (2018-2025),Türk Telekom - Reklamcı (2020-2025),nirgul97@camurcuoglu.info,01504077966,https://linkedin.com/in/mirbadineraslan,https://github.com/mirbadineraslan,2004-12-04,"1939 Gülbiye Common Apt. 761, East Özpetek, RI 88559"
Gülenay,Şensoy,"Flutter, Azure, Docker, Flask",Eraslan A.Ş. Üniversitesi - Komiser yardımcısı (2018-2024),Yüksel A.Ş. - Oto tamircisi (2023-2025),taygan61@hayrioglu.net,0817-628 0185,https://linkedin.com/in/gülenayşensoy,https://github.com/gülenayşensoy,2001-12-28,"20749 Asu Overpass, Soylushire, NJ 10339"
Salami,Şensoy,"React, Flask, Azure",Öcalan Hançer A.Ş. Üniversitesi - Vitrinci (2020-2023),Petkim - Kesimci (2018-2025),ergulaysevim@yahoo.com,+90(441)4266242,https://linkedin.com/in/salamişensoy,https://github.com/salamişensoy,2001-03-24,"658 Seven Valley Apt. 570, Port Sanurberg, IL 37529"
Sehel,Akçay,"SQL, Flask, Python, Node.js, CSS",Soylu Demirel Şti. Üniversitesi - Operatör (2022-2024),Aslan Çorlu Ltd. - Kameraman (2023-2023),kasif75@yahoo.com,0049 522 45 57,https://linkedin.com/in/sehelakçay,https://github.com/sehelakçay,1992-10-12,"315 Anargül Cape, West Aytöz, LA 14190"
Dilşat,Akgündüz,"Flutter, Java, ASP.NET",Petkim Üniversitesi - Oyun yazarı (2020-2023),Anadolu Efes - Aile hekimi (2018-2025),buhariyorulmaz@koruturk.net,01544188817,https://linkedin.com/in/dilşatakgündüz,https://github.com/dilşatakgündüz,1992-12-25,"896 Mahter Run, Port Egenur, ND 03494"
Beriye,Korutürk,"Node.js, Kubernetes, Flask",Manço Yüksel A.Ş. Üniversitesi - Tefeci (2015-2023),Yıldırım Şensoy Şti. - Suflör (2023-2024),dumanlimerva@koruturk.com,+90(627)743-7821x6989,https://linkedin.com/in/beriyekorutürk,https://github.com/beriyekorutürk,1995-04-07,"8702 Arslan Views Apt. 156, Arsoyborough, MN 71412"
Kiyasi,Şama,"Python, SQL, Node.js, Linux, Node.js, Docker",Gül Korutürk Ltd. Üniversitesi - Editör (2017-2023),Selçuk Ecza - İthalatçı (2022-2025),sagcan62@hotmail.com,+90 (139) 3900022,https://linkedin.com/in/kiyasişama,https://github.com/kiyasişama,2001-01-22,"23875 Çorlu Village, Yorulmazhaven, MN 41627"
Nurhayet,Zengin,"MongoDB, Django, Python, Linux",Sakarya Duran Ltd. Üniversitesi - Haydut (2020-2024),Peak Games - Orgcu (2022-2023),jyilmaz@gmail.com,(655)298 2665,https://linkedin.com/in/nurhayetzengin,https://github.com/nurhayetzengin,2000-01-08,"92791 Öcalan Point Apt. 965, Tahirmouth, DE 69528"
Eral,Erdoğan,"Django, JavaScript, SQL, Next.js",Eraslan Soylu Ltd. Üniversitesi - Müneccim (2021-2024),Türk Hava Yolları - Elektrikçi (2021-2024),nsensoy@arsoy.com,+90(719)5080307,https://linkedin.com/in/eralerdoğan,https://github.com/eralerdoğan,1990-11-26,"5264 Güçlü Station Apt. 790, East Beriyeside, KY 41288"
Altınçiçek,Mansız,"Docker, Azure, Git, JavaScript, Java",Akça Bilir Ltd. Üniversitesi - Aşçıbaşı (2017-2023),Türk Hava Yolları - Eleştirmen (2020-2023),adila10@tevetoglu.com,0480 337 81 85,https://linkedin.com/in/altınçiçekmansız,https://github.com/altınçiçekmansız,1992-12-16,"Unit 1404 Box 3278, DPO AP 20777"
Dorukhan,Demirel,"Java, Next.js, Azure, ASP.NET, C#",Petkim Üniversitesi - Kuruyemişçi (2021-2025),Çamurcuoğlu A.Ş. - Figüran (2019-2023),argu69@ulker.com,+90 (541) 2051903,https://linkedin.com/in/dorukhandemirel,https://github.com/dorukhandemirel,1990-10-10,"Unit 1508 Box 5040, DPO AE 15237"
Tanyu,Gülen,"Flask, HTML, CSS, SQL, Django",Aselsan Üniversitesi - Büyükelçi (2018-2025),Tofaş - Dedektif (2022-2025),sultane25@hotmail.com,+90(257)3937554,https://linkedin.com/in/tanyugülen,https://github.com/tanyugülen,2004-08-14,"62187 Saygın River, Rahiyefurt, WY 07656"
Halidun,Akçay,"Java, JavaScript, React, Flutter, SQL",Dumanlı A.Ş. Üniversitesi - Pastörizör (2017-2024),Korutürk Ergül Şti. - Tatlıcı (2018-2024),hsensoy@yahoo.com,0937-359 9168,https://linkedin.com/in/halidunakçay,https://github.com/halidunakçay,1985-06-01,"7612 Öcalan Canyon, East Abdürreşit, MA 42142"
Yosma,Mansız,"Java, MongoDB, Linux",Zengin İnönü A.Ş. Üniversitesi - Yorgancı (2020-2023),Arçelik - Tasarımcı (2023-2023),ydemir@mansiz.com,+90(668)7775975,https://linkedin.com/in/yosmamansız,https://github.com/yosmamansız,1995-04-04,"85126 Perinur Spring Suite 420, Lake Memilimouth, VT 08296"
Nevise,Şensoy,"React, Next.js, React, CSS, HTML",Dumanlı Şti. Üniversitesi - Kurye (2017-2023),Havelsan - Diyetisyen (2018-2024),nyilmaz@peak.com,(872)073 1625,https://linkedin.com/in/neviseşensoy,https://github.com/neviseşensoy,1995-09-10,"505 Azize Port Apt. 347, Söylerborough, MA 20545"
Nurda,Gül,"Node.js, CSS, SQL",Arslan Akar Şti. Üniversitesi - Ulaşım sorumlusu (2018-2024),Roketsan - Makinist (2023-2025),alaaddin76@yahoo.com,06222362032,https://linkedin.com/in/nurdagül,https://github.com/nurdagül,1985-01-12,"7644 Manço Village Apt. 804, Famistad, FL 40221"
Güverçin,Yorulmaz,"Azure, Flutter, JavaScript",Gül Ülker Şti. Üniversitesi - Diş teknisyeni (2016-2024),Çamurcuoğlu Çamurcuoğlu Ltd. - Taşlayıcı (2022-2024),mansizsahdiye@aslan.net,0073-053 2842,https://linkedin.com/in/güverçinyorulmaz,https://github.com/güverçinyorulmaz,1994-01-02,"830 Elamiye Terrace Apt. 027, Şamaview, VT 12918"
Selçuk,Gül,"Azure, Node.js, React, Azure, Linux, Django",İhsanoğlu Dumanlı Ltd. Üniversitesi - Çarkçı (2019-2025),Bilir Ltd. - Hattat (2020-2024),nakar@gmail.com,+90 (752) 1010161,https://linkedin.com/in/selçukgül,https://github.com/selçukgül,1985-08-05,"305 Bilir Causeway, Fıratmouth, WV 05545"
Semine,Zorlu,"C#, Flask, ASP.NET, Docker",İnönü Şti. Üniversitesi - Hokkabaz (2021-2023),Oyak Renault - Asker (2020-2024),tagangul74@gulen.info,09220913620,https://linkedin.com/in/seminezorlu,https://github.com/seminezorlu,1992-09-17,"323 Şensoy Mountain, Durmuşberg, NV 32684"
Sümeyye,Sakarya,"React, Python, Flutter, SQL",EnerjiSA Üniversitesi - Acil tıp teknisyeni (2021-2023),Kısakürek Şti. - Sokak satıcısı (2023-2025),gulmisalarsoy@hotmail.com,+90(245)907-9817x612,https://linkedin.com/in/sümeyyesakarya,https://github.com/sümeyyesakarya,1995-01-03,"PSC 9485, Box 3305, APO AP 37557"
Tecimer,Zorlu,"Django, Azure, Python, MongoDB",ŞOK Marketler Üniversitesi - Elektrik mühendisi (2018-2023),Akçay Güçlü A.Ş. - Jeolog (2021-2024),iulker@hotmail.com,+90(581)507-1140x536,https://linkedin.com/in/tecimerzorlu,https://github.com/tecimerzorlu,1997-11-25,"6908 Samurtay Prairie, East Giz, IN 38443"
Adila,Arslan,"Linux, Docker, ASP.NET, MongoDB, Flutter",Akçay Ltd. Üniversitesi - Sağlık teknisyeni (2020-2023),Karadeniz İhsanoğlu A.Ş. - Tesgahtar (2019-2025),mihsanoglu@hotmail.com,+90 (901) 4744142,https://linkedin.com/in/adilaarslan,https://github.com/adilaarslan,2001-08-04,"3184 Seven Ridges Apt. 192, East Rafia, KS 73393"
Nezihi,Aksu,"HTML, ASP.NET, Linux, HTML, HTML",Güçlü Şti. Üniversitesi - Patolog (2019-2025),Mansız Şafak A.Ş. - Etnolog (2021-2024),asama@hotmail.com,+90(551)099-5442x235,https://linkedin.com/in/nezihiaksu,https://github.com/nezihiaksu,2002-10-16,"03782 Zorlu Row, North Gökçebalanfurt, AL 19330"
Zeride,Gülen,"Git, Java, Linux, Node.js, Azure",Durmuş Ltd. Üniversitesi - Ayakkabı tamircisi (2018-2023),Toyota Otomotiv - Hava trafikçisi (2018-2025),paye65@a101.com,+90 (843) 0616979,https://linkedin.com/in/zeridegülen,https://github.com/zeridegülen,2000-08-02,"279 Yılmaz Track Suite 164, İmrihanshire, MN 07344"
Fehim,Akçay,"HTML, Django, Python",Zorlu Ltd. Üniversitesi - Belediye başkanı (2017-2025),İhsanoğlu Çorlu A.Ş. - İnsan kaynakları uzmanı (2023-2023),erdogansohret@hotmail.com,+90 (565) 4206423,https://linkedin.com/in/fehimakçay,https://github.com/fehimakçay,1997-07-10,"7388 Yaman Rapid Apt. 536, Mefarettinstad, CT 60277"
Ertuncay,Ergül,"Azure, Node.js, Kubernetes, Next.js",Şişecam Üniversitesi - Vergi tahakkuk memuru (2017-2025),Akdeniz Akgündüz A.Ş. - Astsubay (2019-2025),cannur69@yahoo.com,(863)510 7642,https://linkedin.com/in/ertuncayergül,https://github.com/ertuncayergül,1992-05-31,"5214 Eraslan Stravenue, Demirland, VT 53129"
Seda,Eraslan,"Kubernetes, Flutter, Git, Node.js, Kubernetes, Java",Korutürk Sezgin A.Ş. Üniversitesi - Asansörcü (2021-2024),Opet - Keskin Nişancı (2023-2025),jinonu@yahoo.com,0586-050 7067,https://linkedin.com/in/sedaeraslan,https://github.com/sedaeraslan,1987-06-03,"USNV Çetin, FPO AE 43547"
Rebihat,Akgündüz,"Flask, Kubernetes, Flask, Docker",Bilir İhsanoğlu Ltd. Üniversitesi - Yazar (2016-2024),Yüksel Tevetoğlu A.Ş. - Odacı (2023-2023),munif45@kisakurek.com,+90(098)956-5212x0141,https://linkedin.com/in/rebihatakgündüz,https://github.com/rebihatakgündüz,1998-03-20,"77663 Şöhret Fork, New Barakton, TX 91611"
Candeniz,Aslan,"Django, Flutter, Docker",Akgündüz Akçay Şti. Üniversitesi - Kardiyolog (2015-2025),Sezgin Ltd. - Nalbant (2020-2024),adigunarsoy@hotmail.com,0897 166 16 23,https://linkedin.com/in/candenizaslan,https://github.com/candenizaslan,2004-12-13,"839 Afife Ranch, Tarhanstad, NH 29116"
Mükrüme,Akgündüz,"Flutter, MongoDB, ASP.NET",Türk Öcalan Ltd. Üniversitesi - Overlokçu (2018-2023),Yüksel Karadeniz A.Ş. - Striptizci (2020-2025),mancokader@tevetoglu.org,06408246884,https://linkedin.com/in/mükrümeakgündüz,https://github.com/mükrümeakgündüz,1993-06-11,"PSC 2445, Box 7978, APO AP 95675"
Abid,Yaman,"MongoDB, Flutter, JavaScript, Git, CSS, Linux",Limak İnşaat Üniversitesi - Dadı (2021-2024),Bilgin Akar Ltd. - Manifaturacı (2022-2024),kazimebilgin@firat.net,+90(683)927-5408x107,https://linkedin.com/in/abidyaman,https://github.com/abidyaman,1984-12-10,"04523 Müğber Common, Lake Ayaydın, NJ 04332"
Kâzime,Yıldırım,"Git, Linux, Flask, React, Git, Docker",Toyota Otomotiv Üniversitesi - Kâhya (2018-2025),Manço Demirel Şti. - Subay (2022-2023),guzey68@soylu.com,+90 (708) 3774096,https://linkedin.com/in/kâzimeyıldırım,https://github.com/kâzimeyıldırım,1984-05-20,"9795 Arslan Trace Suite 560, New Metinkaya, NM 27987"
Çıvgın,Alemdar,"C#, JavaScript, Flutter",Vestel Üniversitesi - Yatırım uzmanı (2018-2024),Peak Games - İplikçi (2018-2024),kisakurekvefia@akcay.com,(859)648 0944,https://linkedin.com/in/çıvgınalemdar,https://github.com/çıvgınalemdar,1999-05-03,"3932 Akdeniz Fork Apt. 566, East Eraycan, NE 24056"
Akboğa,Zorlu,"Node.js, Kubernetes, Kubernetes, SQL",İnönü Eraslan A.Ş. Üniversitesi - Remayözcü (2021-2023),Masomo - Manav (2023-2025),nabil16@yahoo.com,0161 345 66 71,https://linkedin.com/in/akboğazorlu,https://github.com/akboğazorlu,2003-08-17,"4476 Hazine Neck, New Şekimside, ND 01961"
Cuheyna,Aksu,"MongoDB, CSS, CSS, ASP.NET, C#",Gülen Eraslan Ltd. Üniversitesi - Bozacı (2021-2023),Bilir A.Ş. - Albay (2022-2023),ctarhan@yahoo.com,+90(746)399-8816x9412,https://linkedin.com/in/cuheynaaksu,https://github.com/cuheynaaksu,1994-03-01,"66424 Alemdar Ridges Suite 351, Yılmazport, AR 53028"
Kapagan,Türk,"React, CSS, C#, Linux, Java",Soylu A.Ş. Üniversitesi - Papa (2022-2025),Demir Fırat Ltd. - Bakan (2019-2025),ralemdar@akgunduz.com,+90(405)851-9353x6189,https://linkedin.com/in/kapagantürk,https://github.com/kapagantürk,1985-07-09,"878 Meyhanim Island Apt. 481, South Ahterside, WY 31956"
Peren,Hayrioğlu,"Java, MongoDB, Node.js",Aslan A.Ş. Üniversitesi - Ayakkabı boyacısı (2020-2024),Çamurcuoğlu Şti. - Yardımcı hizmetli (2019-2023),tanyolaccetin@yahoo.com,+90 (997) 5262211,https://linkedin.com/in/perenhayrioğlu,https://github.com/perenhayrioğlu,1993-01-11,"Unit 8835 Box 8987, DPO AP 85740"
Ezgütekin,Şensoy,"Python, HTML, Kubernetes",Akçay Ltd. Üniversitesi - Saat tamircisi (2018-2025),Demir Akgündüz A.Ş. - İktisatçı (2018-2023),darslan@hotmail.com,+90(085)139-3994x5064,https://linkedin.com/in/ezgütekinşensoy,https://github.com/ezgütekinşensoy,1988-03-16,"PSC 8425, Box 2521, APO AA 13116"
Tekbay,Yüksel,"HTML, Docker, Node.js",Alemdar Şti. Üniversitesi - Muhtar (2018-2025),Öcalan Duran Ltd. - Makinist (2022-2025),lmansiz@gmail.com,0856-957 0866,https://linkedin.com/in/tekbayyüksel,https://github.com/tekbayyüksel,1987-02-20,"0709 Tarhan Ranch, Port Mükrümeside, SC 12391"
Akgüneş,Manço,"Docker, Node.js, Next.js, Docker, CSS",ŞOK Marketler Üniversitesi - Saz şairi (2021-2025),Çetin Yorulmaz A.Ş. - Makasçı (2018-2023),alemdarturabi@yahoo.com,+90(274)0683169,https://linkedin.com/in/akgüneşmanço,https://github.com/akgüneşmanço,2001-09-03,"28182 Güler Brooks Suite 042, South Taliberg, NE 54363"
Gülgüzel,Kısakürek,"Azure, MongoDB, Next.js, MongoDB, Flutter",Akar Ltd. Üniversitesi - Kâtip (2022-2025),LC Waikiki - Kat görevlisi (2018-2023),vcetin@opet.com,(474)901 8317,https://linkedin.com/in/gülgüzelkısakürek,https://github.com/gülgüzelkısakürek,2001-12-17,"756 Çevregül Parks, South Ergün, GA 50707"
Gül,Kısakürek,"Git, React, SQL, React, Kubernetes",Zorlu Sezgin Şti. Üniversitesi - Bütçe uzmanı (2021-2025),Yüksel Ltd. - Figüran (2022-2025),dilcan62@oyak.com,0183 506 40 62,https://linkedin.com/in/gülkısakürek,https://github.com/gülkısakürek,1993-10-05,"4594 Laze Highway, Arslanburgh, ME 47514"
